conversation_num,mean_pre_discussion_error,mean_post_discussion_error,mean_pre_discussion_error_pct,mean_post_discussion_error_pct,median_pre_discussion_error,median_post_discussion_error,median_pre_discussion_error_pct,median_post_discussion_error_pct,speaker_nickname,question,chatrooms,trial_indx,message,message_lower_with_punc,positive_bert,negative_bert,neutral_bert,num_words,num_chars,num_messages,info_exchange_zscore_chats,info_exchange_zscore_conversation,discrepancies,hear,home,conjunction,certainty,inclusive,bio,achievement,adverbs,anxiety,third_person,negation,swear,death,health,see,body,family,negative_affect,quantifier,positive_affect,insight,humans,present_tense,future_tense,past_tense,relative,sexual,inhibition,sadness,social,indefinite_pronoun,religion,work,money,causation,anger,first_person_singular,feel,tentativeness,exclusive,verbs,friends,article,argue,auxiliary_verbs,cognitive_mech,preposition,first_person_plural,percept,second_person,positive_words,first_person,nltk_english_stopwords,hedge_words,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation,hedge_naive,textblob_subjectivity,textblob_polarity,positivity_zscore_chats,positivity_zscore_conversation,dale_chall_score,dale_chall_classification,please,please_start,hashedge,indirect_(btw),hedges,factuality,deference,gratitude,apologizing,1st_person_pl.,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_(greeting),direct_question,direct_start,haspositive,hasnegative,subjunctive,indicative
N8CknFDn96pdtsdkH1,80303.07692307692,76108.59649122808,0.5624646418930932,0.5330853575066756,57230.0,57230.0,0.4008545212579673,0.4008545212579673,612,headphones,1.0,10.0,well we know they exceeded their goals so its higher than 100k right,"well, we know they exceeded their goals, so it's higher than 100k right?",0.012830212,0.8109574,0.1762124,13,68,1,1.6445639191351142,1.8315656111260181,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.030000000000000006,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.02,0.01,0.01,0.0,0.0,0.030000000000000006,0.01,0.06000000000000001,0.0,1,0,1.0,0.07692307692307693,0,0.0,0,0.5178571428571428,0.26785714285714285,-0.9890790273598249,-1.0299856546000405,0.6447999999999999,easy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
N8CknFDn96pdtsdkH1,80303.07692307692,76108.59649122808,0.5624646418930932,0.5330853575066756,57230.0,57230.0,0.4008545212579673,0.4008545212579673,1975,headphones,1.0,10.0,agreed,agreed,0.004662797,0.933796,0.0615413,1,6,1,-0.8876353300195456,-0.9506697695844571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-1.0272414013891304,-1.0918892062245185,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8CknFDn96pdtsdkH1,80303.07692307692,76108.59649122808,0.5624646418930932,0.5330853575066756,57230.0,57230.0,0.4008545212579673,0.4008545212579673,832,headphones,1.0,10.0,no because it said it exceeded the amount,"no, because it said it exceeded the amount",0.09299371,0.07348613,0.8335201,8,41,1,0.7237641921697834,0.8198436545040272,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.049999999999999996,0.0,0,0,0.875,0.0,0,0.0,0,0.0,0.0,-0.614513832108515,-0.4223998717248324,0.3968,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N8CknFDn96pdtsdkH1,80303.07692307692,76108.59649122808,0.5624646418930932,0.5330853575066756,57230.0,57230.0,0.4008545212579673,0.4008545212579673,1786,headphones,1.0,10.0,i guessed 200000,"i guessed 200,000",0.08943133,0.068468906,0.84209967,3,16,1,-0.657435398278213,-0.6977392804289594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0,0,1.0,0.3333333333333333,0,0.0,0,0.0,0.0,-0.6311591082447853,-0.4494003332216471,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N8CknFDn96pdtsdkH1,80303.07692307692,76108.59649122808,0.5624646418930932,0.5330853575066756,57230.0,57230.0,0.4008545212579673,0.4008545212579673,576,headphones,1.0,10.0,i guessed 250000,"i guessed 250,000.",0.25999603,0.121124946,0.6188791,3,16,1,-0.657435398278213,-0.6977392804289594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0,0,1.0,0.3333333333333333,0,0.003000174597939744,0,0.0,0.0,0.16580711394378667,0.8433661922657391,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N8CknFDn96pdtsdkH1,80303.07692307692,76108.59649122808,0.5624646418930932,0.5330853575066756,57230.0,57230.0,0.4008545212579673,0.4008545212579673,1975,headphones,1.0,10.0,i guessed more,i guessed more,0.009592538,0.83706313,0.1533444,3,14,1,-0.657435398278213,-0.6977392804289594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0,0,1.0,0.3333333333333333,0,0.003000174597939744,0,0.5,0.5,-1.0042071096444838,-1.0545250614505837,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N8CknFDn96pdtsdkH1,80303.07692307692,76108.59649122808,0.5624646418930932,0.5330853575066756,57230.0,57230.0,0.4008545212579673,0.4008545212579673,294,headphones,1.0,10.0,150000,150000,0.38603818,0.061330892,0.5526309,1,6,1,-0.8876353300195456,-0.9506697695844571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.7547410265413249,1.798681520234891,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8CknFDn96pdtsdkH1,80303.07692307692,76108.59649122808,0.5624646418930932,0.5330853575066756,57230.0,57230.0,0.4008545212579673,0.4008545212579673,1499,headphones,1.0,10.0,i guessed they made a little over,i guessed they made a little over,0.16388182,0.12990972,0.70620847,7,33,1,0.26336432868711795,0.31398267619303166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.01,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.01,0.01,0.04,0.01,0,0,1.0,0.14285714285714285,0,0.0,1,0.5,-0.1875,-0.2832880320174764,0.11488466407341695,0.3472,easy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N8CknFDn96pdtsdkH1,80303.07692307692,76108.59649122808,0.5624646418930932,0.5330853575066756,57230.0,57230.0,0.4008545212579673,0.4008545212579673,1884,headphones,1.0,10.0,okay gotcha,"okay, gotcha",0.11483936,0.033364374,0.85179627,2,11,1,-0.657435398278213,-0.6977392804289594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.5,0.5,-0.5124396916107812,-0.2568244329176611,0.0992,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8CknFDn96pdtsdkH1,80303.07692307692,76108.59649122808,0.5624646418930932,0.5330853575066756,57230.0,57230.0,0.4008545212579673,0.4008545212579673,832,headphones,1.0,10.0,so 75000 cant be right,so 75000 can't be right,0.2545999,0.061976068,0.68342406,5,22,1,0.033164396945785234,0.061052187037533893,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0,0,1.0,0.0,0,0.0,0,0.5357142857142857,0.2857142857142857,0.14059361231925113,0.8024671303192856,0.248,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
N8CknFDn96pdtsdkH1,80303.07692307692,76108.59649122808,0.5624646418930932,0.5330853575066756,57230.0,57230.0,0.4008545212579673,0.4008545212579673,1205,headphones,1.0,10.0,200000,200000,0.015808452,0.82198787,0.16220367,1,6,1,-0.8876353300195456,-0.9506697695844571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.9751631544882936,-1.0074125842234178,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,352,yemen,1.0,5.0,hi,hi,0.5282985,0.056653243,0.41504824,1,2,1,-0.8876353300195456,-0.7465382784463045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,1.4194545915271477,1.8195595476076347,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,55,yemen,1.0,5.0,hey,hey,0.417184,0.11042388,0.47239208,1,3,1,-0.8876353300195456,-0.7465382784463045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.9002703564810209,1.2304703862166417,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,367,yemen,1.0,5.0,hello,hello,0.44251677,0.0934177,0.46406552,1,5,1,-0.8876353300195456,-0.7465382784463045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,1.0186381195906913,1.3647756320217428,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,626,yemen,1.0,5.0,hi,hi,0.04506561,0.38602942,0.568905,1,2,1,-0.8876353300195456,-0.7465382784463045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.8384586272136925,-0.7423676349531106,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,965,yemen,1.0,5.0,hello,hello,0.5282985,0.056653243,0.41504824,1,5,1,-0.8876353300195456,-0.7465382784463045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,1.4194545915271477,1.8195595476076347,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,128,yemen,1.0,5.0,hey,hey,0.44251677,0.0934177,0.46406552,1,3,1,-0.8876353300195456,-0.7465382784463045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,1.0186381195906913,1.3647756320217428,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,1629,yemen,1.0,5.0,hello,hello,0.44251677,0.0934177,0.46406552,1,5,1,-0.8876353300195456,-0.7465382784463045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,1.0186381195906913,1.3647756320217428,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,1138,yemen,1.0,5.0,hello,hello,0.44251677,0.0934177,0.46406552,1,5,1,-0.8876353300195456,-0.7465382784463045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0036363636363636364,0,0.0,0.0,1.0186381195906913,1.3647756320217428,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,724,yemen,1.0,5.0,hello,hello,0.14394854,0.08385023,0.77220124,1,5,1,-0.8876353300195456,-0.7465382784463045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0036363636363636364,0,0.0,0.0,-0.3764265938501828,-0.21812586354088034,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,1782,yemen,1.0,5.0,hello,hello,0.32560536,0.13393103,0.5404636,1,5,1,-0.8876353300195456,-0.7465382784463045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0036363636363636364,0,0.0,0.0,0.4723677321163825,0.7449533363363143,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,1611,yemen,1.0,5.0,wassup,wassup?,0.05570149,0.14185281,0.8024457,1,6,1,-0.8876353300195456,-0.7465382784463045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.7887623119547263,-0.6859800201066664,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,780,yemen,1.0,5.0,hi,hi,0.16537952,0.058279775,0.77634066,1,2,1,-0.8876353300195456,-0.7465382784463045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.2762900053978311,-0.10450650660738262,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,942,yemen,1.0,5.0,hi,hi,0.1202165,0.044401806,0.83538175,1,2,1,-0.8876353300195456,-0.7465382784463045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,1,0.0,0,0.0,0.0,-0.48731492105755975,-0.3439446139442706,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,695,yemen,1.0,5.0,hi,hi,0.006543947,0.8129656,0.18049052,1,2,1,-0.8876353300195456,-0.7465382784463045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,1,0.0,0,0.0,0.0,-1.0184516986612504,-0.946595653367057,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,2007,yemen,1.0,5.0,hey,hey,0.08395861,0.26189646,0.65414494,1,3,1,-0.8876353300195456,-0.7465382784463045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.6567304778394073,-0.5361709211670621,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,55,yemen,1.0,5.0,so the game,so the game,0.12826784,0.08787194,0.7838602,3,11,1,-0.4272354665368802,-0.16782643468947933,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0,0,1.0,0.0,0,0.0,0,0.4,-0.4,-0.44969490927695255,-0.3012593016882306,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NHMWXTsgF46YwYkdQ1,301.8453608247423,456.9381443298969,0.4956409865759315,0.750308939786366,259.0,541.0,0.425287356321839,0.8883415435139573,159,yemen,1.0,5.0,yo whats the population of somalia and yemen,"yo, what's the population of somalia and yemen",0.21765068,0.15080781,0.6315415,8,44,1,0.7237641921697834,1.2789531747025837,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0,0,1.0,0.0,1,0.0,0,0.0,0.0,-0.03205219467489484,0.1726164054278101,6.00705,difficult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
